158;140;Райффайзен UAH;UAH РФБ;980;3;1011111111111111111111111011001111101111110111111111110110001101111110111111111111100011100000110100000110000000001010100100111111111111101111111111101011111111110011111111111100111000000100000000000000010000000
159;188;Счет ИП или ООО;RUB РасчСчет;643;3;1000001000000001110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
160;8;Ether Classic (ETC);ETC;990;0;1111111111111111111111111111101111111111111111111111111100000001111111111111111111110011110000100010101111000001101011111111111111111111111111111111111111111111110111111111111101111000100111001001111111111110101
161;10;Ripple (XRP);XRP;989;0;1111111111111111111111111111101111111111111111111111111100000001111111111111111111110111110000100010101111100001101011111111111111111111111111111111111111111111110111111111111101111100100111101001111111111110111
162;15;Zcash (ZEC);ZEC;988;0;1111111111111111111111111111101111111111111111111111111000000001111111111111111111110111110000100010101111100000101011111111111111111111111111111111111111111111110111111111111101111000100111101001111111111110001
163;16;Tether Omni (USDT);USDT Omni;840;0;1011111111111111111111111011001111101111111111111111111100000001101110100011111111110011100000000000000100000001000111111111111111111111111111111111111111111100110100100011111101000000100011101001111001111110011
164;74;PayPal GBP;GBP PayPal;826;1;0000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000001111110100000000010000000000000000010000000000000000000000000000010010000
165;101;Alipay;CNY Alipay;156;1;0000001011010000110000000000000010000000000000000000000000000001000000000010000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000
166;178;Любой банк CNY;CNY Банк;156;3;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000
167;181;Любой банк THB;THB Банк;764;3;0000000000000000000000000000000000000000000000000000010100000000000100000011100000000000000000000010000000000000000010100100100000000000001111110101111001010100000000000001010100100000000000000000000000000000000
168;37;0x (ZRX);ZRX;108;0;1111111111111111111111111111101111110111111111111111111000000001111110111111111111110011110000000000001101000000001011111111111111111111101111111111111111111111110011110011111100111000000100000001110110010010000
